Date,Equity,PortBalance,Return
9/25/2011,115925,215925,0
9/26/2011,115925,215925,0
9/27/2011,120725,220725,0.022229941
9/28/2011,125250,225250,0.020500623
9/29/2011,125375,225375,0.000554939
9/30/2011,120625,220625,-0.021075984
10/1/2011,120625,220625,0
10/2/2011,120625,220625,0
10/3/2011,121575,221575,0.004305949
10/4/2011,120725,220725,-0.003836173
10/5/2011,120725,220725,0
10/6/2011,124425,224425,0.01676294
10/7/2011,124050,224050,-0.001670937
10/8/2011,124050,224050,0
10/9/2011,124050,224050,0
10/10/2011,124050,224050,0
10/11/2011,124800,224800,0.003347467
10/12/2011,123400,223400,-0.006227758
10/13/2011,120400,220400,-0.013428827
10/14/2011,119450,219450,-0.004310345
10/15/2011,119450,219450,0
10/16/2011,119450,219450,0
10/17/2011,119750,219750,0.001367054
10/18/2011,121350,221350,0.007281001
10/19/2011,123300,223300,0.008809578
10/20/2011,123300,223300,0
10/21/2011,123300,223300,0
10/22/2011,123300,223300,0
10/23/2011,123300,223300,0
10/24/2011,123300,223300,0
10/25/2011,124550,224550,0.00559785
10/26/2011,124525,224525,-0.000111334
10/27/2011,128375,228375,0.017147311
10/28/2011,132775,232775,0.019266557
10/29/2011,132775,232775,0
10/30/2011,132775,232775,0
10/31/2011,134225,234225,0.006229191
11/1/2011,134225,234225,0
11/2/2011,134225,234225,0
11/3/2011,134575,234575,0.00149429
11/4/2011,133425,233425,-0.004902483
11/5/2011,133425,233425,0
11/6/2011,133425,233425,0
11/7/2011,133425,233425,0
11/8/2011,132575,232575,-0.003641427
11/9/2011,132175,232175,-0.001719875
11/10/2011,132600,232600,0.001830516
11/11/2011,132600,232600,0
11/12/2011,132600,232600,0
11/13/2011,132600,232600,0
11/14/2011,136000,236000,0.014617369
11/15/2011,136325,236325,0.001377119
11/16/2011,133225,233225,-0.013117529
11/17/2011,132150,232150,-0.004609283
11/18/2011,132150,232150,0
11/19/2011,132150,232150,0
11/20/2011,132150,232150,0
11/21/2011,126800,226800,-0.023045445
11/22/2011,126600,226600,-0.000881834
11/23/2011,121800,221800,-0.021182701
11/24/2011,121800,221800,0
11/25/2011,121875,221875,0.000338142
11/26/2011,121875,221875,0
11/27/2011,121875,221875,0
11/28/2011,121875,221875,0
11/29/2011,127575,227575,0.025690141
11/30/2011,123475,223475,-0.018016039
12/1/2011,126125,226125,0.01185815
12/2/2011,125025,225025,-0.004864566
12/3/2011,125025,225025,0
12/4/2011,125025,225025,0
12/5/2011,125025,225025,0
12/6/2011,125925,225925,0.003999556
12/7/2011,125025,225025,-0.003983623
12/8/2011,125025,225025,0
12/9/2011,125025,225025,0
12/10/2011,125025,225025,0
12/11/2011,125025,225025,0
12/12/2011,121725,221725,-0.014665037
12/13/2011,120325,220325,-0.006314128
12/14/2011,117775,217775,-0.011573811
12/15/2011,117775,217775,0
12/16/2011,117775,217775,0
12/17/2011,117775,217775,0
12/18/2011,117775,217775,0
12/19/2011,116725,216725,-0.00482149
12/20/2011,115025,215025,-0.007844042
12/21/2011,114925,214925,-0.000465062
12/22/2011,114050,214050,-0.004071188
12/23/2011,114050,214050,0
12/24/2011,114050,214050,0
12/25/2011,114050,214050,0
12/26/2011,114050,214050,0
12/27/2011,118000,218000,0.018453632
12/28/2011,118000,218000,0
12/29/2011,119300,219300,0.005963303
12/30/2011,118650,218650,-0.002963976
12/31/2011,118650,218650,0
1/1/2012,118650,218650,0
1/2/2012,118650,218650,0
1/3/2012,116300,216300,-0.01074777
1/4/2012,116300,216300,0
1/5/2012,116300,216300,0
1/6/2012,115300,215300,-0.004623209
1/7/2012,115300,215300,0
1/8/2012,115300,215300,0
1/9/2012,115050,215050,-0.00116117
1/10/2012,115050,215050,0
1/11/2012,116650,216650,0.00744013
1/12/2012,116175,216175,-0.002192476
1/13/2012,115925,215925,-0.00115647
1/14/2012,115925,215925,0
1/15/2012,115925,215925,0
1/16/2012,115925,215925,0
1/17/2012,115925,215925,0
1/18/2012,115925,215925,0
1/19/2012,115925,215925,0
1/20/2012,118375,218375,0.011346532
1/21/2012,118100,218100,-0.001259302
1/22/2012,118100,218100,0
1/23/2012,117400,217400,-0.003209537
1/24/2012,117375,217375,-0.000114995
1/25/2012,117375,217375,0
1/26/2012,116075,216075,-0.005980449
1/27/2012,116250,216250,0.000809904
1/28/2012,116250,216250,0
1/29/2012,116250,216250,0
1/30/2012,114000,214000,-0.010404624
1/31/2012,113125,213125,-0.004088785
2/1/2012,113125,213125,0
2/2/2012,115825,215825,0.012668622
2/3/2012,114200,214200,-0.007529248
2/4/2012,114200,214200,0
2/5/2012,114200,214200,0
2/6/2012,113950,213950,-0.001167134
2/7/2012,113475,213475,-0.002220145
2/8/2012,112375,212375,-0.005152828
2/9/2012,111075,211075,-0.006121248
2/10/2012,111075,211075,0
2/11/2012,111075,211075,0
2/12/2012,111075,211075,0
2/13/2012,111075,211075,0
2/14/2012,110875,210875,-0.00094753
2/15/2012,110575,210575,-0.001422644
2/16/2012,110575,210575,0
2/17/2012,110575,210575,0
2/18/2012,110575,210575,0
2/19/2012,110575,210575,0
2/20/2012,110575,210575,0
2/21/2012,112175,212175,0.007598243
2/22/2012,111675,211675,-0.002356545
2/23/2012,112500,212500,0.003897484
2/24/2012,113550,213550,0.004941176
2/25/2012,113550,213550,0
2/26/2012,113550,213550,0
2/27/2012,113175,213175,-0.001756029
2/28/2012,113175,213175,0
2/29/2012,112250,212250,-0.004339158
3/1/2012,109375,209375,-0.013545347
3/2/2012,109425,209425,0.000238806
3/3/2012,109425,209425,0
3/4/2012,109425,209425,0
3/5/2012,110475,210475,0.005013728
3/6/2012,110475,210475,0
3/7/2012,110475,210475,0
3/8/2012,110475,210475,0
3/9/2012,113875,213875,0.016153938
3/10/2012,113875,213875,0
3/11/2012,113875,213875,0
3/12/2012,113875,213875,0
3/13/2012,113075,213075,-0.003740503
3/14/2012,116075,216075,0.014079549
3/15/2012,116350,216350,0.001272706
3/16/2012,116900,216900,0.002542177
3/17/2012,116900,216900,0
3/18/2012,116900,216900,0
3/19/2012,116675,216675,-0.001037344
3/20/2012,115675,215675,-0.004615207
3/21/2012,115325,215325,-0.001622812
3/22/2012,113125,213125,-0.010217114
3/23/2012,113350,213350,0.001055718
3/24/2012,113350,213350,0
3/25/2012,113350,213350,0
3/26/2012,113350,213350,0
3/27/2012,118150,218150,0.022498242
3/28/2012,119275,219275,0.005157002
3/29/2012,119275,219275,0
3/30/2012,119275,219275,0
3/31/2012,119275,219275,0
4/1/2012,119275,219275,0
4/2/2012,119275,219275,0
4/3/2012,120925,220925,0.007524798
4/4/2012,122475,222475,0.007015956
4/5/2012,122475,222475,0
4/6/2012,122475,222475,0
4/7/2012,122475,222475,0
4/8/2012,122475,222475,0
4/9/2012,119125,219125,-0.015057872
4/10/2012,118900,218900,-0.001026811
4/11/2012,118900,218900,0
4/12/2012,118900,218900,0
4/13/2012,120000,220000,0.005025126
4/14/2012,120000,220000,0
4/15/2012,120000,220000,0
4/16/2012,120425,220425,0.001931818
4/17/2012,120425,220425,0
4/18/2012,123475,223475,0.013836906
4/19/2012,123675,223675,0.000894955
4/20/2012,123675,223675,0
4/21/2012,123675,223675,0
4/22/2012,123675,223675,0
4/23/2012,118825,218825,-0.021683246
4/24/2012,118125,218125,-0.003198903
4/25/2012,118125,218125,0
4/26/2012,121575,221575,0.015816619
4/27/2012,120275,220275,-0.005867088
4/28/2012,120275,220275,0
4/29/2012,120275,220275,0
4/30/2012,118675,218675,-0.007263648
5/1/2012,118725,218725,0.00022865
5/2/2012,115375,215375,-0.015316036
5/3/2012,114700,214700,-0.003134068
5/4/2012,114700,214700,0
5/5/2012,114700,214700,0
5/6/2012,114700,214700,0
5/7/2012,114700,214700,0
5/8/2012,112700,212700,-0.009315324
5/9/2012,111425,211425,-0.005994358
5/10/2012,111425,211425,0
5/11/2012,109575,209575,-0.008750148
5/12/2012,109575,209575,0
5/13/2012,109575,209575,0
5/14/2012,109575,209575,0
5/15/2012,111450,211450,0.008946678
5/16/2012,107750,207750,-0.017498227
5/17/2012,107750,207750,0
5/18/2012,109575,209575,0.008784597
5/19/2012,107650,207650,-0.009185256
5/20/2012,107650,207650,0
5/21/2012,107650,207650,0
5/22/2012,110300,210300,0.012761859
5/23/2012,110400,210400,0.000475511
5/24/2012,110400,210400,0
5/25/2012,110400,210400,0
5/26/2012,110400,210400,0
5/27/2012,110400,210400,0
5/28/2012,110400,210400,0
5/29/2012,110400,210400,0
5/30/2012,109650,209650,-0.003564639
5/31/2012,110850,210850,0.005723825
6/1/2012,110850,210850,0
6/2/2012,110850,210850,0
6/3/2012,110850,210850,0
6/4/2012,112150,212150,0.006165521
6/5/2012,112150,212150,0
6/6/2012,115900,215900,0.017676173
6/7/2012,120750,220750,0.022464104
6/8/2012,121050,221050,0.001359003
6/9/2012,121050,221050,0
6/10/2012,121050,221050,0
6/11/2012,121050,221050,0
6/12/2012,121050,221050,0
6/13/2012,121100,221100,0.000226193
6/14/2012,121575,221575,0.002148349
6/15/2012,121575,221575,0
6/16/2012,121575,221575,0
6/17/2012,121575,221575,0
6/18/2012,124175,224175,0.011734176
6/19/2012,123925,223925,-0.0011152
6/20/2012,124175,224175,0.001116445
6/21/2012,125675,225675,0.006691201
6/22/2012,126862.5,226862.5,0.005261992
6/23/2012,126862.5,226862.5,0
6/24/2012,126862.5,226862.5,0
6/25/2012,124362.5,224362.5,-0.011019891
6/26/2012,123962.5,223962.5,-0.001782829
6/27/2012,123962.5,223962.5,0
6/28/2012,124812.5,224812.5,0.003795278
6/29/2012,124412.5,224412.5,-0.00177926
6/30/2012,124412.5,224412.5,0
7/1/2012,124412.5,224412.5,0
7/2/2012,126362.5,226362.5,0.008689356
7/3/2012,125787.5,225787.5,-0.002540173
7/4/2012,125787.5,225787.5,0
7/5/2012,125387.5,225387.5,-0.001771577
7/6/2012,126537.5,226537.5,0.005102324
7/7/2012,126537.5,226537.5,0
7/8/2012,126537.5,226537.5,0
7/9/2012,126537.5,226537.5,0
7/10/2012,123337.5,223337.5,-0.014125697
7/11/2012,122937.5,222937.5,-0.001791011
7/12/2012,120937.5,220937.5,-0.008971124
7/13/2012,120237.5,220237.5,-0.003168317
7/14/2012,120237.5,220237.5,0
7/15/2012,120237.5,220237.5,0
7/16/2012,120237.5,220237.5,0
7/17/2012,119837.5,219837.5,-0.001816221
7/18/2012,119837.5,219837.5,0
7/19/2012,122637.5,222637.5,0.012736681
7/20/2012,122637.5,222637.5,0
7/21/2012,122637.5,222637.5,0
7/22/2012,122637.5,222637.5,0
7/23/2012,124287.5,224287.5,0.00741115
7/24/2012,125725,225725,0.006409185
7/25/2012,125725,225725,0
7/26/2012,125725,225725,0
7/27/2012,129475,229475,0.016613135
7/28/2012,129475,229475,0
7/29/2012,129475,229475,0
7/30/2012,135125,235125,0.024621418
7/31/2012,135025,235025,-0.000425306
8/1/2012,135025,235025,0
8/2/2012,136575,236575,0.006595043
8/3/2012,136575,236575,0
8/4/2012,136575,236575,0
8/5/2012,136575,236575,0
8/6/2012,136575,236575,0
8/7/2012,138675,238675,0.008876678
8/8/2012,138675,238675,0
8/9/2012,138525,238525,-0.00062847
8/10/2012,138525,238525,0
8/11/2012,138525,238525,0
8/12/2012,138525,238525,0
8/13/2012,138525,238525,0
8/14/2012,138525,238525,0
8/15/2012,138525,238525,0
8/16/2012,138525,238525,0
8/17/2012,140175,240175,0.006917514
8/18/2012,140075,240075,-0.000416363
8/19/2012,140075,240075,0
8/20/2012,140075,240075,0
8/21/2012,137875,237875,-0.009163803
8/22/2012,137475,237475,-0.001681555
8/23/2012,137475,237475,0
8/24/2012,137475,237475,0
8/25/2012,137475,237475,0
8/26/2012,137475,237475,0
8/27/2012,137475,237475,0
8/28/2012,137475,237475,0
8/29/2012,137675,237675,0.000842194
8/30/2012,137225,237225,-0.001893342
8/31/2012,136650,236650,-0.002423859
9/1/2012,136650,236650,0
9/2/2012,136650,236650,0
9/3/2012,136650,236650,0
9/4/2012,135550,235550,-0.004648215
9/5/2012,134950,234950,-0.00254723
9/6/2012,133350,233350,-0.00680996
9/7/2012,133350,233350,0
9/8/2012,133350,233350,0
9/9/2012,133350,233350,0
9/10/2012,135800,235800,0.01049925
9/11/2012,136025,236025,0.000954198
9/12/2012,136075,236075,0.000211842
9/13/2012,134800,234800,-0.005400826
9/14/2012,134800,234800,0
9/15/2012,134800,234800,0
9/16/2012,134800,234800,0
9/17/2012,134800,234800,0
9/18/2012,135150,235150,0.00149063
9/19/2012,135150,235150,0
9/20/2012,132650,232650,-0.010631512
9/21/2012,131475,231475,-0.005050505
9/22/2012,131475,231475,0
9/23/2012,131475,231475,0
9/24/2012,129675,229675,-0.007776218
9/25/2012,129350,229350,-0.001415043
9/26/2012,129475,229475,0.000545019
9/27/2012,129475,229475,0
9/28/2012,129275,229275,-0.000871555
9/29/2012,129275,229275,0
9/30/2012,129275,229275,0
10/1/2012,128325,228325,-0.004143496
10/2/2012,126125,226125,-0.009635388
10/3/2012,125500,225500,-0.002763958
10/4/2012,123725,223725,-0.007871397
10/5/2012,123725,223725,0
10/6/2012,123725,223725,0
10/7/2012,123725,223725,0
10/8/2012,122575,222575,-0.005140239
10/9/2012,122850,222850,0.001235539
10/10/2012,122850,222850,0
10/11/2012,122850,222850,0
10/12/2012,120500,220500,-0.01054521
10/13/2012,120500,220500,0
10/14/2012,120500,220500,0
10/15/2012,120200,220200,-0.001360544
10/16/2012,120200,220200,0
10/17/2012,120200,220200,0
10/18/2012,124550,224550,0.019754768
10/19/2012,127225,227225,0.011912714
10/20/2012,127225,227225,0
10/21/2012,127225,227225,0
10/22/2012,127225,227225,0
10/23/2012,127225,227225,0
10/24/2012,127225,227225,0
10/25/2012,127225,227225,0
10/26/2012,126425,226425,-0.003520739
10/27/2012,125500,225500,-0.004085238
10/28/2012,125500,225500,0
10/29/2012,125500,225500,0
10/30/2012,125500,225500,0
10/31/2012,125500,225500,0
11/1/2012,125500,225500,0
11/2/2012,129300,229300,0.016851441
11/3/2012,129300,229300,0
11/4/2012,129300,229300,0
11/5/2012,130900,230900,0.006977758
11/6/2012,130900,230900,0
11/7/2012,128400,228400,-0.010827198
11/8/2012,128800,228800,0.001751313
11/9/2012,128800,228800,0
11/10/2012,128800,228800,0
11/11/2012,128800,228800,0
11/12/2012,128800,228800,0
11/13/2012,128250,228250,-0.002403846
11/14/2012,128250,228250,0
11/15/2012,130850,230850,0.011391019
11/16/2012,130850,230850,0
11/17/2012,130850,230850,0
11/18/2012,130850,230850,0
11/19/2012,134600,234600,0.016244314
11/20/2012,138225,238225,0.015451833
11/21/2012,138300,238300,0.000314828
11/22/2012,138300,238300,0
11/23/2012,138300,238300,0
11/24/2012,138300,238300,0
11/25/2012,138300,238300,0
11/26/2012,141100,241100,0.011749895
11/27/2012,140625,240625,-0.001970137
11/28/2012,140725,240725,0.000415584
11/29/2012,140725,240725,0
11/30/2012,142825,242825,0.008723647
12/1/2012,142650,242650,-0.000720684
12/2/2012,142650,242650,0
12/3/2012,142650,242650,0
12/4/2012,142650,242650,0
12/5/2012,142650,242650,0
12/6/2012,141850,241850,-0.00329693
12/7/2012,140900,240900,-0.003928055
12/8/2012,140375,240375,-0.002179328
12/9/2012,140375,240375,0
12/10/2012,140375,240375,0
12/11/2012,140375,240375,0
12/12/2012,139550,239550,-0.003432137
12/13/2012,139550,239550,0
12/14/2012,139550,239550,0
12/15/2012,139550,239550,0
12/16/2012,139550,239550,0
12/17/2012,139550,239550,0
12/18/2012,139550,239550,0
12/19/2012,144100,244100,0.018993947
12/20/2012,144775,244775,0.00276526
12/21/2012,142125,242125,-0.010826269
12/22/2012,141950,241950,-0.000722767
12/23/2012,141950,241950,0
12/24/2012,141950,241950,0
12/25/2012,141950,241950,0
12/26/2012,141950,241950,0
12/27/2012,141425,241425,-0.00216987
12/28/2012,141425,241425,0
12/29/2012,141425,241425,0
12/30/2012,141425,241425,0
12/31/2012,141425,241425,0
1/1/2013,141425,241425,0
1/2/2013,145575,245575,0.017189603
1/3/2013,150400,250400,0.019647765
1/4/2013,150525,250525,0.000499201
1/5/2013,150525,250525,0
1/6/2013,150525,250525,0
1/7/2013,149575,249575,-0.003792037
1/8/2013,149325,249325,-0.001001703
1/9/2013,149325,249325,0
1/10/2013,149325,249325,0
1/11/2013,150475,250475,0.004612454
1/12/2013,150075,250075,-0.001596966
1/13/2013,150075,250075,0
1/14/2013,150075,250075,0
1/15/2013,149650,249650,-0.00169949
1/16/2013,149200,249200,-0.001802524
1/17/2013,148775,248775,-0.001705457
1/18/2013,148875,248875,0.00040197
1/19/2013,148125,248125,-0.003013561
1/20/2013,148125,248125,0
1/21/2013,148125,248125,0
1/22/2013,147900,247900,-0.000906801
1/23/2013,148500,248500,0.002420331
1/24/2013,147775,247775,-0.002917505
1/25/2013,145700,245700,-0.008374533
1/26/2013,145125,245125,-0.002340252
1/27/2013,145125,245125,0
1/28/2013,144825,244825,-0.001223865
1/29/2013,144650,244650,-0.000714796
1/30/2013,144250,244250,-0.001634989
1/31/2013,144400,244400,0.000614125
2/1/2013,144400,244400,0
2/2/2013,144400,244400,0
2/3/2013,144400,244400,0
2/4/2013,145500,245500,0.004500818
2/5/2013,144850,244850,-0.002647658
2/6/2013,144700,244700,-0.00061262
2/7/2013,144500,244500,-0.000817327
2/8/2013,144500,244500,0
2/9/2013,144500,244500,0
2/10/2013,144500,244500,0
2/11/2013,144400,244400,-0.000408998
2/12/2013,144400,244400,0
2/13/2013,144600,244600,0.000818331
2/14/2013,144600,244600,0
2/15/2013,144150,244150,-0.001839738
2/16/2013,144150,244150,0
2/17/2013,144150,244150,0
2/18/2013,144150,244150,0
2/19/2013,144150,244150,0
2/20/2013,144250,244250,0.000409584
2/21/2013,146325,246325,0.008495394
2/22/2013,146325,246325,0
2/23/2013,146325,246325,0
2/24/2013,146325,246325,0
2/25/2013,148125,248125,0.007307419
2/26/2013,149550,249550,0.005743073
2/27/2013,149550,249550,0
2/28/2013,154550,254550,0.020036065
3/1/2013,154600,254600,0.000196425
3/2/2013,154600,254600,0
3/3/2013,154600,254600,0
3/4/2013,154600,254600,0
3/5/2013,154600,254600,0
3/6/2013,154600,254600,0
3/7/2013,154600,254600,0
3/8/2013,153900,253900,-0.002749411
3/9/2013,153900,253900,0
3/10/2013,153900,253900,0
3/11/2013,154000,254000,0.000393856
3/12/2013,154000,254000,0
3/13/2013,153575,253575,-0.001673228
3/14/2013,153575,253575,0
3/15/2013,153925,253925,0.001380262
3/16/2013,153925,253925,0
3/17/2013,153925,253925,0
3/18/2013,154225,254225,0.001181451
3/19/2013,153900,253900,-0.001278395
3/20/2013,153900,253900,0
3/21/2013,153100,253100,-0.003150847
3/22/2013,153350,253350,0.000987752
3/23/2013,153350,253350,0
3/24/2013,153350,253350,0
3/25/2013,152450,252450,-0.003552398
3/26/2013,151750,251750,-0.002772826
3/27/2013,150950,250950,-0.003177756
3/28/2013,150150,250150,-0.003187886
3/29/2013,150150,250150,0
3/30/2013,150150,250150,0
3/31/2013,150150,250150,0
4/1/2013,149800,249800,-0.001399161
4/2/2013,148775,248775,-0.004103283
4/3/2013,147375,247375,-0.005627575
4/4/2013,147825,247825,0.001819101
4/5/2013,144625,244625,-0.012912337
4/6/2013,144175,244175,-0.00183955
4/7/2013,144175,244175,0
4/8/2013,144175,244175,0
4/9/2013,144175,244175,0
4/10/2013,144175,244175,0
4/11/2013,147750,247750,0.014641139
4/12/2013,151950,251950,0.016952573
4/13/2013,151950,251950,0
4/14/2013,151950,251950,0
4/15/2013,151950,251950,0
4/16/2013,151950,251950,0
4/17/2013,150600,250600,-0.005358206
4/18/2013,150950,250950,0.001396648
4/19/2013,150950,250950,0
4/20/2013,150950,250950,0
4/21/2013,150950,250950,0
4/22/2013,153150,253150,0.008766687
4/23/2013,151975,251975,-0.004641517
4/24/2013,151975,251975,0
4/25/2013,150950,250950,-0.004067864
4/26/2013,150950,250950,0
4/27/2013,150950,250950,0
4/28/2013,150950,250950,0
4/29/2013,150950,250950,0
4/30/2013,149750,249750,-0.004781829
5/1/2013,149375,249375,-0.001501502
5/2/2013,149800,249800,0.001704261
5/3/2013,149800,249800,0
5/4/2013,149800,249800,0
5/5/2013,149800,249800,0
5/6/2013,153250,253250,0.013811049
5/7/2013,152475,252475,-0.003060217
5/8/2013,152875,252875,0.001584315
5/9/2013,152375,252375,-0.001977261
5/10/2013,152375,252375,0
5/11/2013,152375,252375,0
5/12/2013,152375,252375,0
5/13/2013,152025,252025,-0.001386825
5/14/2013,150700,250700,-0.005257415
5/15/2013,151150,251150,0.001794974
5/16/2013,151150,251150,0
5/17/2013,150675,250675,-0.0018913
5/18/2013,150675,250675,0
5/19/2013,150675,250675,0
5/20/2013,152675,252675,0.007978458
5/21/2013,152150,252150,-0.002077768
5/22/2013,150900,250900,-0.004957367
5/23/2013,152400,252400,0.005978477
5/24/2013,153212.5,253212.5,0.003219097
5/25/2013,153212.5,253212.5,0
5/26/2013,153212.5,253212.5,0
5/27/2013,153212.5,253212.5,0
5/28/2013,153212.5,253212.5,0
5/29/2013,148812.5,248812.5,-0.017376709
5/30/2013,147662.5,247662.5,-0.004621954
5/31/2013,146312.5,246312.5,-0.005450967
6/1/2013,146312.5,246312.5,0
6/2/2013,146312.5,246312.5,0
6/3/2013,148887.5,248887.5,0.010454199
6/4/2013,145437.5,245437.5,-0.013861684
6/5/2013,145437.5,245437.5,0
6/6/2013,146912.5,246912.5,0.006009677
6/7/2013,146912.5,246912.5,0
6/8/2013,146912.5,246912.5,0
6/9/2013,146912.5,246912.5,0
6/10/2013,150012.5,250012.5,0.012555055
6/11/2013,153762.5,253762.5,0.01499925
6/12/2013,154937.5,254937.5,0.004630314
6/13/2013,154937.5,254937.5,0
6/14/2013,158437.5,258437.5,0.013728855
6/15/2013,158437.5,258437.5,0
6/16/2013,158437.5,258437.5,0
6/17/2013,156787.5,256787.5,-0.006384522
6/18/2013,156787.5,256787.5,0
6/19/2013,156787.5,256787.5,0
6/20/2013,158575,258575,0.006961009
6/21/2013,161650,261650,0.011892101
6/22/2013,161650,261650,0
6/23/2013,161650,261650,0
6/24/2013,157700,257700,-0.015096503
6/25/2013,155925,255925,-0.006887854
6/26/2013,155925,255925,0
6/27/2013,155925,255925,0
6/28/2013,159125,259125,0.012503663
6/29/2013,159125,259125,0
6/30/2013,159125,259125,0
7/1/2013,157725,257725,-0.005402798
7/2/2013,157275,257275,-0.001746047
7/3/2013,157900,257900,0.002429307
7/4/2013,157900,257900,0
7/5/2013,157900,257900,0
7/6/2013,157900,257900,0
7/7/2013,157900,257900,0
7/8/2013,157900,257900,0
7/9/2013,157900,257900,0
7/10/2013,160000,260000,0.008142691
7/11/2013,158075,258075,-0.007403846
7/12/2013,159175,259175,0.004262327
7/13/2013,159175,259175,0
7/14/2013,159175,259175,0
7/15/2013,158650,258650,-0.002025658
7/16/2013,158000,258000,-0.002513049
7/17/2013,157900,257900,-0.000387597
7/18/2013,157900,257900,0
7/19/2013,159050,259050,0.004459093
7/20/2013,159050,259050,0
7/21/2013,159050,259050,0
7/22/2013,158475,258475,-0.002219649
7/23/2013,158475,258475,0
7/24/2013,157425,257425,-0.004062288
7/25/2013,158125,258125,0.002719239
7/26/2013,155725,255725,-0.009297821
7/27/2013,154775,254775,-0.003714928
7/28/2013,154775,254775,0
7/29/2013,154775,254775,0
7/30/2013,154525,254525,-0.000981258
7/31/2013,154525,254525,0
8/1/2013,154525,254525,0
8/2/2013,157275,257275,0.01080444
8/3/2013,157275,257275,0
8/4/2013,157275,257275,0
8/5/2013,157275,257275,0
8/6/2013,157700,257700,0.001651929
8/7/2013,157700,257700,0
8/8/2013,157700,257700,0
8/9/2013,156650,256650,-0.004074505
8/10/2013,156650,256650,0
8/11/2013,156650,256650,0
8/12/2013,156650,256650,0
8/13/2013,156650,256650,0
8/14/2013,156200,256200,-0.001753361
8/15/2013,156200,256200,0
8/16/2013,156200,256200,0
8/17/2013,156200,256200,0
8/18/2013,156200,256200,0
8/19/2013,154700,254700,-0.005854801
8/20/2013,155100,255100,0.001570475
8/21/2013,154700,254700,-0.001568013
8/22/2013,153750,253750,-0.003729878
8/23/2013,154600,254600,0.003349754
8/24/2013,154600,254600,0
8/25/2013,154600,254600,0
8/26/2013,154600,254600,0
8/27/2013,156100,256100,0.005891595
8/28/2013,157887.5,257887.5,0.006979695
8/29/2013,157887.5,257887.5,0
8/30/2013,157337.5,257337.5,-0.002132713
8/31/2013,157337.5,257337.5,0
9/1/2013,157337.5,257337.5,0
9/2/2013,157337.5,257337.5,0
9/3/2013,155737.5,255737.5,-0.006217516
9/4/2013,155737.5,255737.5,0
9/5/2013,158687.5,258687.5,0.011535266
9/6/2013,158462.5,258462.5,-0.000869775
9/7/2013,158462.5,258462.5,0
9/8/2013,158462.5,258462.5,0
9/9/2013,158462.5,258462.5,0
9/10/2013,162762.5,262762.5,0.016636843
9/11/2013,162262.5,262262.5,-0.001902859
9/12/2013,162262.5,262262.5,0
9/13/2013,162262.5,262262.5,0
9/14/2013,162262.5,262262.5,0
9/15/2013,162262.5,262262.5,0
9/16/2013,162262.5,262262.5,0
9/17/2013,165062.5,265062.5,0.010676326
9/18/2013,163462.5,263462.5,-0.006036312
9/19/2013,163362.5,263362.5,-0.000379561
9/20/2013,163362.5,263362.5,0
9/21/2013,163362.5,263362.5,0
9/22/2013,163362.5,263362.5,0
9/23/2013,165512.5,265512.5,0.008163653
9/24/2013,165087.5,265087.5,-0.001600678
9/25/2013,165087.5,265087.5,0
9/26/2013,165087.5,265087.5,0
9/27/2013,162287.5,262287.5,-0.01056255
9/28/2013,162287.5,262287.5,0
9/29/2013,162287.5,262287.5,0
9/30/2013,162862.5,262862.5,0.002192251
10/1/2013,162862.5,262862.5,0
10/2/2013,161112.5,261112.5,-0.006657473
10/3/2013,161112.5,261112.5,0
10/4/2013,161512.5,261512.5,0.001531907
10/5/2013,161512.5,261512.5,0
10/6/2013,161512.5,261512.5,0
10/7/2013,160662.5,260662.5,-0.003250323
10/8/2013,161137.5,261137.5,0.00182228
10/9/2013,161137.5,261137.5,0
10/10/2013,161137.5,261137.5,0
10/11/2013,168487.5,268487.5,0.028146092
10/12/2013,168487.5,268487.5,0
10/13/2013,168487.5,268487.5,0
10/14/2013,167562.5,267562.5,-0.003445226
10/15/2013,167562.5,267562.5,0
10/16/2013,167562.5,267562.5,0
10/17/2013,167262.5,267262.5,-0.001121233
10/18/2013,167262.5,267262.5,0
10/19/2013,167262.5,267262.5,0
10/20/2013,167262.5,267262.5,0
10/21/2013,167262.5,267262.5,0
10/22/2013,166462.5,266462.5,-0.002993312
10/23/2013,164262.5,264262.5,-0.008256321
10/24/2013,163737.5,263737.5,-0.001986661
10/25/2013,163112.5,263112.5,-0.002369781
10/26/2013,163112.5,263112.5,0
10/27/2013,163112.5,263112.5,0
10/28/2013,163112.5,263112.5,0
10/29/2013,163112.5,263112.5,0
10/30/2013,163762.5,263762.5,0.002470426
10/31/2013,165087.5,265087.5,0.005023459
11/1/2013,163887.5,263887.5,-0.004526807
11/2/2013,163087.5,263087.5,-0.003031595
11/3/2013,163087.5,263087.5,0
11/4/2013,163087.5,263087.5,0
11/5/2013,161837.5,261837.5,-0.004751271
11/6/2013,160837.5,260837.5,-0.003819163
11/7/2013,159637.5,259637.5,-0.004600565
11/8/2013,160937.5,260937.5,0.005006981
11/9/2013,160937.5,260937.5,0
11/10/2013,160937.5,260937.5,0
11/11/2013,160937.5,260937.5,0
11/12/2013,161987.5,261987.5,0.004023952
11/13/2013,162337.5,262337.5,0.001335942
11/14/2013,162337.5,262337.5,0
11/15/2013,162337.5,262337.5,0
11/16/2013,162337.5,262337.5,0
11/17/2013,162337.5,262337.5,0
